MONDO,EFO
MONDO_0008364,EFO_1001145
MONDO_0006941,EFO_1001144
MONDO_0006940,EFO_1001143
MONDO_0006946,EFO_1001152
MONDO_0006945,EFO_1001150
MONDO_0006953,EFO_1001159
MONDO_0006952,EFO_1001158
MONDO_0006951,EFO_1001157
MONDO_0006950,EFO_1001156
MONDO_0006949,EFO_1001155
MONDO_0006948,EFO_1001154
MONDO_0019266,EFO_1001164
MONDO_0006957,EFO_1001163
MONDO_0006956,EFO_1001162
MONDO_0006955,EFO_1001161
MONDO_0009412,EFO_1001169
MONDO_0006961,EFO_1001168
MONDO_0006960,EFO_1001166
MONDO_0018304,EFO_1001165
MONDO_0006966,EFO_1001175
MONDO_0006965,EFO_1001174
MONDO_0006963,EFO_1001172
MONDO_0006962,EFO_1001171
MONDO_0006969,EFO_1001179
MONDO_0006968,EFO_1001178
MONDO_0008436,EFO_1001186
MONDO_0006975,EFO_1001185
MONDO_0006974,EFO_1001184
MONDO_0006973,EFO_1001183
MONDO_0006971,EFO_1001181
MONDO_0006970,EFO_1001180
MONDO_0006977,EFO_1001189
MONDO_0006976,EFO_1001187
MONDO_0006984,EFO_1001196
MONDO_0006983,EFO_1001195
MONDO_0006982,EFO_1001194
MONDO_0006981,EFO_1001193
MONDO_0006980,EFO_1001192
MONDO_0006978,EFO_1001190
MONDO_0006986,EFO_1001198
MONDO_0006905,EFO_1001105
MONDO_0006904,EFO_1001104
MONDO_0006903,EFO_1001102
MONDO_0015742,EFO_1001101
MONDO_0006901,EFO_1001100
MONDO_0006909,EFO_1001109
MONDO_0006908,EFO_1001108
MONDO_0006907,EFO_1001107
MONDO_0006916,EFO_1001117
MONDO_0006915,EFO_1001116
MONDO_0017364,EFO_1001115
MONDO_0006913,EFO_1001114
MONDO_0006912,EFO_1001113
MONDO_0008495,EFO_1001112
MONDO_0020552,EFO_1001111
MONDO_0018912,EFO_0003099
MONDO_0006918,EFO_1001119
MONDO_0006917,EFO_1001118
MONDO_0006919,EFO_1001120
MONDO_0006927,EFO_1001128
MONDO_0006926,EFO_1001127
MONDO_0006925,EFO_1001126
MONDO_0006924,EFO_1001125
MONDO_0006923,EFO_1001124
MONDO_0006922,EFO_1001123
MONDO_0006921,EFO_1001122
MONDO_0006920,EFO_1001121
MONDO_0005483,EFO_0005400
MONDO_0005614,EFO_0006732
MONDO_0005613,EFO_0006719
MONDO_0005488,EFO_0005423
MONDO_0005392,EFO_0004273
MONDO_0005486,EFO_0005410
MONDO_0005487,EFO_0005411
MONDO_0005616,EFO_0006740
MONDO_0005621,EFO_0006791
MONDO_0005620,EFO_0006790
MONDO_0005333,EFO_0004127
MONDO_0005334,EFO_0004128
MONDO_0007100,EFO_0004129
MONDO_0001595,EFO_0004152
MONDO_0007275,EFO_0004143
MONDO_0013571,EFO_0004144
MONDO_0005340,EFO_0004192
MONDO_0005339,EFO_0004191
MONDO_0005342,EFO_0004194
MONDO_0014500,EFO_0005304
MONDO_0005476,EFO_0005305
MONDO_0005477,EFO_0005306
MONDO_0005478,EFO_0005307
MONDO_0005481,EFO_0005320
MONDO_0013792,EFO_0005669
MONDO_0005223,EFO_0003026
MONDO_0005546,EFO_0005687
MONDO_0005224,EFO_0003027
MONDO_0019458,EFO_0003029
MONDO_0005542,EFO_0005672
MONDO_0005544,EFO_0005678
MONDO_0005219,EFO_0003014
MONDO_0016264,EFO_0005676
MONDO_0005220,EFO_0003016
MONDO_0005238,EFO_0003084
MONDO_0020562,EFO_0003083
MONDO_0020563,EFO_0003085
MONDO_0005235,EFO_0003073
MONDO_0008243,EFO_0003096
MONDO_0005533,EFO_0005623
MONDO_0005534,EFO_0005624
MONDO_0005532,EFO_0005622
MONDO_0005538,EFO_0005628
MONDO_0005536,EFO_0005626
MONDO_0005531,EFO_0005612
MONDO_0005490,EFO_0005524
MONDO_0005491,EFO_0005529
MONDO_0005625,EFO_0006857
MONDO_0005498,EFO_0005542
MONDO_0005348,EFO_0004212
MONDO_0005346,EFO_0004210
MONDO_0005501,EFO_0005546
MONDO_0005502,EFO_0005547
MONDO_0005352,EFO_0004216
MONDO_0005500,EFO_0005545
MONDO_0005350,EFO_0004214
MONDO_0005503,EFO_0005548
MONDO_0005504,EFO_0005549
MONDO_0007972,EFO_0006862
MONDO_0010481,EFO_0005532
MONDO_0005628,EFO_0006861
MONDO_0005493,EFO_0005534
MONDO_0008661,EFO_0004208
MONDO_0005511,EFO_0005565
MONDO_0005510,EFO_0005562
MONDO_0021129,EFO_0005569
MONDO_0008327,EFO_0004235
MONDO_0005512,EFO_0005567
MONDO_0005505,EFO_0005551
MONDO_0005358,EFO_0004227
MONDO_0010315,EFO_0005555
MONDO_0005355,EFO_0004224
MONDO_0007745,EFO_0005556
MONDO_0005356,EFO_0004225
MONDO_0005359,EFO_0004228
MONDO_0005519,EFO_0005582
MONDO_0005375,EFO_0004252
MONDO_0010565,EFO_0005580
MONDO_0010564,EFO_0005581
MONDO_0005377,EFO_0004255
MONDO_0019100,EFO_0004256
MONDO_0008171,EFO_0004253
MONDO_0019345,EFO_0005585
MONDO_0005376,EFO_0004254
MONDO_0005379,EFO_0004257
MONDO_0005367,EFO_0004240
MONDO_0008228,EFO_0005576
MONDO_0005518,EFO_0005579
MONDO_0005372,EFO_0004248
MONDO_0005373,EFO_0004249
MONDO_0012727,EFO_0004246
MONDO_0005391,EFO_0004270
MONDO_0005393,EFO_0004274
MONDO_0018229,EFO_0004276
MONDO_0005523,EFO_0005590
MONDO_0005526,EFO_0005593
MONDO_0005525,EFO_0005592
MONDO_0005527,EFO_0005595
MONDO_0005398,EFO_0004284
MONDO_0005396,EFO_0004282
MONDO_0005399,EFO_0004286
MONDO_0005624,EFO_0006813
MONDO_0019369,EFO_1001998
MONDO_0000984,EFO_1001996
MONDO_0011662,EFO_1001926
MONDO_0004608,EFO_1001931
MONDO_0004405,EFO_1001939
MONDO_0002971,EFO_1001937
MONDO_0021253,EFO_0004606
MONDO_0000875,EFO_1001933
MONDO_0003486,EFO_1001940
MONDO_0002271,EFO_1001949
MONDO_0002032,EFO_1001950
MONDO_0003556,EFO_1001952
MONDO_0003345,EFO_1001959
MONDO_0003220,EFO_1001956
MONDO_0018078,EFO_1001968
MONDO_0003372,EFO_1001975
MONDO_0003900,EFO_1001986
MONDO_0001584,EFO_1001990
MONDO_0019344,EFO_1001982
MONDO_0013681,EFO_1001980
MONDO_0011224,EFO_1001989
MONDO_0019734,EFO_1001988
MONDO_0019340,EFO_1001993
MONDO_0008408,EFO_1001992
MONDO_0012000,EFO_1001918
MONDO_0019056,EFO_1001902
MONDO_0003699,EFO_1001908
MONDO_0001098,EFO_1001916
MONDO_0003748,EFO_1001889
MONDO_0001875,EFO_1001887
MONDO_0001942,EFO_1001892
MONDO_0002409,EFO_1001455
MONDO_0006335,EFO_1000416
MONDO_0021702,EFO_1001759
MONDO_0019632,EFO_0008510
MONDO_0019735,EFO_0008518
MONDO_0001741,EFO_0008506
MONDO_0021061,EFO_0008514
MONDO_0019613,EFO_0008516
MONDO_0018301,EFO_0008507
MONDO_0002791,EFO_0008508
MONDO_0000552,EFO_0008509
MONDO_0003014,EFO_0008521
MONDO_0000450,EFO_0008522
MONDO_0000402,EFO_0008524
MONDO_0000451,EFO_0008520
MONDO_0001516,EFO_0008525
MONDO_0002125,EFO_0008526
MONDO_0002489,EFO_0008545
MONDO_0002670,EFO_0008490
MONDO_0016698,EFO_1000028
MONDO_0002926,EFO_0008498
MONDO_0015545,EFO_1001806
MONDO_0001616,EFO_1001805
MONDO_0016370,EFO_1001809
MONDO_0017638,EFO_1001808
MONDO_0018166,EFO_1001818
MONDO_0000986,EFO_1001825
MONDO_0001179,EFO_1001824
MONDO_0015529,EFO_1001822
MONDO_0019105,EFO_1001838
MONDO_0018546,EFO_1001842
MONDO_0021244,EFO_1001853
MONDO_0017991,EFO_1001857
MONDO_0019390,EFO_1001856
MONDO_0001517,EFO_1001869
MONDO_0014556,EFO_1001868
MONDO_0003174,EFO_1000544
MONDO_0003727,EFO_1001876
MONDO_0003740,EFO_1001873
MONDO_0003709,EFO_1001872
MONDO_0018876,EFO_1001469
MONDO_0015302,EFO_1001882
MONDO_0004664,EFO_1001342
MONDO_0020311,EFO_1001779
MONDO_0016426,EFO_1001795
MONDO_0002714,EFO_0000326
MONDO_0013878,EFO_1001501
MONDO_0000724,EFO_1001510
MONDO_0000494,EFO_1001517
MONDO_0004691,EFO_1001496
MONDO_0016218,EFO_0007292
MONDO_0019168,EFO_1001409
MONDO_0004855,EFO_1001435
MONDO_0000367,EFO_1001433
MONDO_0001947,EFO_1001431
MONDO_0021050,EFO_1001447
MONDO_0004936,EFO_1001446
MONDO_0019498,EFO_1001445
MONDO_0018077,EFO_1001444
MONDO_0001613,EFO_1001449
MONDO_0007921,EFO_1001452
MONDO_0002269,EFO_1001463
MONDO_0015691,EFO_1001467
MONDO_0016681,EFO_1001465
MONDO_0021680,EFO_1001476
MONDO_0002501,EFO_0006545
MONDO_0015254,EFO_1001475
MONDO_0019933,EFO_1001485
MONDO_0000675,EFO_1001484
MONDO_0001982,EFO_1001380
MONDO_0005005,EFO_0000349
MONDO_0016702,EFO_0000630
MONDO_0016695,EFO_0000632
MONDO_0016703,EFO_0002500
MONDO_0016696,EFO_0002501
MONDO_0016684,EFO_0002499
MONDO_0003834,EFO_1001252
MONDO_0002330,EFO_1001260
MONDO_0000309,EFO_1001266
MONDO_0004652,EFO_1001272
MONDO_0003754,EFO_1001279
MONDO_0001297,EFO_1001285
MONDO_0001956,EFO_1001284
MONDO_0010913,EFO_1001286
MONDO_0000702,EFO_1001295
MONDO_0000704,EFO_1001294
MONDO_0000703,EFO_1001293
MONDO_0001976,EFO_1001290
MONDO_0001945,EFO_1001402
MONDO_0004755,EFO_1001372
MONDO_0019790,EFO_1001379
MONDO_0001935,EFO_1001378
MONDO_0015537,EFO_1001376
MONDO_0015247,EFO_1001383
MONDO_0004260,EFO_1001389
MONDO_0000922,EFO_1001388
MONDO_0004717,EFO_1001387
MONDO_0004625,EFO_1001395
MONDO_0004508,EFO_1001391
MONDO_0004038,EFO_1001304
MONDO_0000878,EFO_1001302
MONDO_0015264,EFO_1001300
MONDO_0001979,EFO_1001307
MONDO_0000918,EFO_1001312
MONDO_0004941,EFO_1001316
MONDO_0004668,EFO_1001324
MONDO_0000337,EFO_1001320
MONDO_0002946,EFO_1001335
MONDO_0001998,EFO_1001330
MONDO_0021209,EFO_1001339
MONDO_0004694,EFO_1001346
MONDO_0004431,EFO_1001344
MONDO_0019464,EFO_1001341
MONDO_0007863,EFO_1001354
MONDO_0015987,EFO_1001167
MONDO_0022430,EFO_1001103
MONDO_0002142,EFO_1001972
MONDO_0018193,EFO_1000573
MONDO_0000605,EFO_1002003
MONDO_0002473,EFO_0008615
MONDO_0024331,EFO_1001951
MONDO_0008718,EFO_1001897
MONDO_0019119,EFO_1001899
MONDO_0019337,EFO_0008598
MONDO_0021124,EFO_0008560
MONDO_0018020,EFO_1001810
MONDO_0023305,EFO_1001518
MONDO_0022799,EFO_1001881
MONDO_0004619,EFO_1002025
MONDO_0004656,EFO_1002026
MONDO_0001795,EFO_1002023
MONDO_0021060,EFO_1001502
MONDO_0001142,EFO_0008581
MONDO_0001358,EFO_1002018
MONDO_0001266,EFO_1001462
MONDO_0002565,EFO_1001472
MONDO_0016345,EFO_1001473
MONDO_0008109,EFO_0008610
MONDO_0019322,EFO_0008613
MONDO_0019324,EFO_0008601
MONDO_0018974,EFO_0008602
MONDO_0019323,EFO_0008603
MONDO_0001442,EFO_0008623
MONDO_0004766,EFO_0008590
MONDO_0018688,EFO_0008597
MONDO_0004522,EFO_0008588
MONDO_0004781,EFO_0008583
MONDO_0021042,EFO_0005543
MONDO_0015447,EFO_1002017
MONDO_0003072,EFO_0005716
MONDO_0004648,EFO_0004718
MONDO_0001105,EFO_1002039
MONDO_0016733,EFO_0003094
MONDO_0020560,EFO_1002008
MONDO_0019433,EFO_1002019
MONDO_0002444,EFO_1002014
MONDO_0003232,EFO_1002013
MONDO_0001200,EFO_1002034
MONDO_0017603,EFO_1000083
MONDO_0018063,EFO_1000742
MONDO_0001419,EFO_1000600
MONDO_0018872,EFO_0003025
MONDO_0024609,EFO_1000624
MONDO_0018908,EFO_0005952
MONDO_0020528,EFO_1001110
MONDO_0003184,EFO_1000599
MONDO_0019355,EFO_0007135
MONDO_0005539,EFO_0005629
MONDO_0005537,EFO_0005627
MONDO_0007699,EFO_0003779
MONDO_0006839,EFO_1001024
MONDO_0006823,EFO_1001006
MONDO_0003198,EFO_1000532
MONDO_0018871,EFO_0000223
MONDO_0006972,EFO_1001182
MONDO_0005535,EFO_0005625
MONDO_0020334,EFO_0007359
MONDO_0013662,EFO_0000280
MONDO_0006018,EFO_0007547
MONDO_0019805,EFO_1001221
MONDO_0005690,EFO_0007192
MONDO_0005116,EFO_0000775
MONDO_0007191,EFO_0003780
MONDO_0005586,EFO_0005950
MONDO_0003493,EFO_1000579
MONDO_0018181,EFO_0007473
MONDO_0003645,EFO_1000152
MONDO_0007603,EFO_0007269
MONDO_0005006,EFO_0000350
MONDO_0005011,EFO_0000384
MONDO_0004122,EFO_1000578
MONDO_0000607,EFO_0002913
MONDO_0001095,EFO_1000367
MONDO_0004114,EFO_1000129
MONDO_0006745,EFO_1000919
MONDO_0003256,EFO_1000285
MONDO_0019376,EFO_0007545
MONDO_0002752,EFO_0006460
MONDO_0003355,EFO_0006718
MONDO_0002169,EFO_0005631
MONDO_0005026,EFO_0000466
MONDO_0004948,EFO_0000095
MONDO_0005671,EFO_0007173
MONDO_0018747,EFO_1000691
MONDO_0017590,EFO_1000079
MONDO_0005528,EFO_0005596
MONDO_0006706,EFO_1000873
MONDO_0006536,EFO_1000681
MONDO_0005023,EFO_0000432
MONDO_0006705,EFO_1000872
MONDO_0000951,EFO_1000054
MONDO_0001223,EFO_0005754
MONDO_0006890,EFO_1001087
MONDO_0017604,EFO_1000630
MONDO_0005590,EFO_0006318
MONDO_0005233,EFO_0003060
MONDO_0005803,EFO_0007318
MONDO_0006964,EFO_1001173
MONDO_0001560,EFO_0004707
MONDO_0005494,EFO_0005537
MONDO_0003507,EFO_1000413
MONDO_0004990,EFO_0000306
MONDO_0004984,EFO_0000281
MONDO_0004967,EFO_0000220
MONDO_0010811,EFO_0000284
MONDO_0005034,EFO_0000501
MONDO_0006519,EFO_1000657
MONDO_0005075,EFO_0000641
MONDO_0005262,EFO_0003760
MONDO_0011655,EFO_0007143
MONDO_0009993,EFO_0000437
MONDO_0005463,EFO_0005239
MONDO_0004956,EFO_0000196
MONDO_0006711,EFO_1000878
MONDO_0006726,EFO_1000898
MONDO_0003240,EFO_1000627
MONDO_0005200,EFO_0002629
MONDO_0009994,EFO_0000248
MONDO_0005264,EFO_0003764
MONDO_0006947,EFO_1001153
MONDO_0003481,EFO_1000414
MONDO_0018769,EFO_0007232
MONDO_0015265,EFO_0007183
MONDO_0005289,EFO_0003866
MONDO_0007001,EFO_1001218
MONDO_0000190,EFO_0004287
MONDO_0005530,EFO_0005611
MONDO_0006354,EFO_1000457
MONDO_0006362,EFO_1000467
MONDO_0006190,EFO_1000230
MONDO_0007147,EFO_0003918
MONDO_0005099,EFO_0000713
MONDO_0005469,EFO_0005252
MONDO_0006665,EFO_1000826
MONDO_0005642,EFO_0007141
MONDO_0005192,EFO_0002618
MONDO_0005304,EFO_0003891
MONDO_0006669,EFO_1000830
MONDO_0006791,EFO_1000971
MONDO_0006292,EFO_1000355
MONDO_0003924,EFO_0003104
MONDO_0018646,EFO_0004268
MONDO_0005210,EFO_0002914
MONDO_0005068,EFO_0000612
MONDO_0006608,EFO_1000764
MONDO_0006109,EFO_1000124
MONDO_0002096,EFO_1000204
MONDO_0006007,EFO_0007536
MONDO_0006806,EFO_1000986
MONDO_0005086,EFO_0000681
MONDO_0007035,EFO_1000660
MONDO_0005694,EFO_0009255
MONDO_0005035,EFO_0000502
MONDO_0005102,EFO_0000730
MONDO_0021001,EFO_0006513
MONDO_0007016,EFO_1001237
MONDO_0005362,EFO_0004234
MONDO_0005347,EFO_0004211
MONDO_0014184,EFO_0005425
MONDO_0005936,EFO_0007461
MONDO_0006123,EFO_1000150
MONDO_0004981,EFO_0000275
MONDO_0005366,EFO_0004239
MONDO_0005354,EFO_0004220
MONDO_0018690,EFO_0004126
MONDO_0006624,EFO_1000781
MONDO_0005012,EFO_0000389
MONDO_0005279,EFO_0003827
MONDO_0005804,EFO_0007319
MONDO_0005101,EFO_0000729
MONDO_0000960,EFO_1000896
MONDO_0002789,EFO_1000289
MONDO_0005015,EFO_0000400
MONDO_0005402,EFO_0004289
MONDO_0005001,EFO_0000337
MONDO_0005173,EFO_0002496
MONDO_0008475,EFO_0007493
MONDO_0006651,EFO_1000811
MONDO_0005212,EFO_0002918
MONDO_0005055,EFO_0000558
MONDO_0010434,EFO_0001376
MONDO_0005288,EFO_0003855
MONDO_0007448,EFO_1000685
MONDO_0005113,EFO_0000771
MONDO_0005369,EFO_0004243
MONDO_0005207,EFO_0002893
MONDO_0005881,EFO_0007401
MONDO_0005783,EFO_0007298
MONDO_0004997,EFO_0000331
MONDO_0005160,EFO_0001666
MONDO_0006774,EFO_1000954
MONDO_0005583,EFO_0005932
MONDO_0005310,EFO_0003911
MONDO_0008977,EFO_0000333
MONDO_0010643,EFO_1000068
MONDO_0005033,EFO_0000500
MONDO_0009047,EFO_0004562
MONDO_0005412,EFO_0004607
MONDO_0007028,EFO_1001250
MONDO_0006996,EFO_1001212
MONDO_0006869,EFO_1001062
MONDO_0005387,EFO_0004266
MONDO_0004335,EFO_0000405
MONDO_0006795,EFO_1000975
MONDO_0006769,EFO_1000948
MONDO_0006530,EFO_1000675
MONDO_0006573,EFO_1000727
MONDO_0006602,EFO_1000757
MONDO_0005133,EFO_0001065
MONDO_0005246,EFO_0003102
MONDO_0005541,EFO_0005649
MONDO_0002728,EFO_0005701
MONDO_0005904,EFO_0007427
MONDO_0005025,EFO_0000465
MONDO_0005164,EFO_0002087
MONDO_0009807,EFO_0000637
MONDO_0005441,EFO_0004992
MONDO_0016982,EFO_0003968
MONDO_0005571,EFO_0005804
MONDO_0008449,EFO_0003105
MONDO_0005349,EFO_0004213
MONDO_0005108,EFO_0000763
MONDO_0005183,EFO_0002511
MONDO_0005468,EFO_0005251
MONDO_0005344,EFO_0004197
MONDO_0016723,EFO_1000476
MONDO_0005296,EFO_0003877
MONDO_0005280,EFO_0003830
MONDO_0008628,EFO_1001227
MONDO_0005466,EFO_0005246
MONDO_0005231,EFO_0003047
MONDO_0005345,EFO_0004209
MONDO_0006634,EFO_1000791
MONDO_0006673,EFO_1000834
MONDO_0005084,EFO_0000677
MONDO_0005230,EFO_0003035
MONDO_0005898,EFO_0007421
MONDO_0005048,EFO_0000549
MONDO_0005297,EFO_0003878
MONDO_0014726,EFO_1001983
MONDO_0005454,EFO_0005220
MONDO_0004966,EFO_0000217
MONDO_0005485,EFO_0005407
MONDO_0006499,EFO_1000634
MONDO_0005492,EFO_0005531
MONDO_0005627,EFO_0006859
MONDO_0005404,EFO_0004540
MONDO_0005507,EFO_0005557
MONDO_0019454,EFO_0003811
MONDO_0005070,EFO_0000616
MONDO_0005105,EFO_0000756
MONDO_0005059,EFO_0000565
MONDO_0005250,EFO_0003110
MONDO_0013600,EFO_0004698
MONDO_0006022,EFO_1000014
MONDO_0006882,EFO_1001078
MONDO_0005489,EFO_0005424
MONDO_0005236,EFO_0003075
MONDO_0005438,EFO_0004906
MONDO_0002729,EFO_1000512
MONDO_0004229,EFO_1001969
MONDO_0015759,EFO_1001938
MONDO_0017572,EFO_1001309
MONDO_0004053,EFO_1000104
MONDO_0001505,EFO_1001345
MONDO_0001868,EFO_1001506
MONDO_0020108,EFO_1001264
MONDO_0002829,EFO_1000103
MONDO_0019562,EFO_1001361
MONDO_0000872,EFO_1001946
MONDO_0000874,EFO_1001948
MONDO_0019434,EFO_1001999
MONDO_0018913,EFO_1001807
MONDO_0007345,EFO_1001267
MONDO_0018510,EFO_1001928
MONDO_0008720,EFO_1001979
MONDO_0002572,EFO_1001399
MONDO_0009763,EFO_1001382
MONDO_0000871,EFO_1001947
MONDO_0001577,EFO_1001413
MONDO_0008685,EFO_1001450
MONDO_0003539,EFO_1001936
MONDO_0000814,EFO_1001935
MONDO_0000813,EFO_1001442
MONDO_0024619,EFO_1001456
MONDO_0002447,EFO_1001512
MONDO_0005388,EFO_1001486
MONDO_0018815,EFO_1001760
MONDO_0020572,EFO_1000854
MONDO_0020283,EFO_1001231
MONDO_0006816,EFO_1000999
MONDO_0006814,EFO_1000997
MONDO_0005397,EFO_0004283
MONDO_0006517,EFO_1000654
MONDO_0001247,EFO_1001917
MONDO_0006456,EFO_1000581
MONDO_0017844,EFO_1000785
MONDO_0006551,EFO_1000701
MONDO_0011122,EFO_0001073
MONDO_0015274,EFO_0007168
MONDO_0006294,EFO_1000362
MONDO_0004957,EFO_0000197
MONDO_0019781,EFO_0000272
MONDO_0006359,EFO_1000464
MONDO_0005554,EFO_0005755
MONDO_0021210,EFO_1001437
MONDO_0006011,EFO_0004196
MONDO_0005744,EFO_0007252
MONDO_0009303,EFO_0007290
MONDO_0005318,EFO_0003938
MONDO_0005104,EFO_0000737
MONDO_0007886,EFO_0000731
MONDO_0005292,EFO_0003872
MONDO_0011438,EFO_0003894
MONDO_0005166,EFO_0002423
MONDO_0005260,EFO_0003758
MONDO_0005982,EFO_0007510
MONDO_0005447,EFO_0005088
MONDO_0011441,EFO_1001147
MONDO_0005520,EFO_0005583
MONDO_0005382,EFO_0004261
MONDO_0015943,EFO_0007208
MONDO_0005815,EFO_0007331
MONDO_0004633,EFO_1002031
MONDO_0021242,EFO_1001430
MONDO_0019018,EFO_1002000
MONDO_0010730,EFO_1001451
MONDO_0024332,EFO_1001417
MONDO_0013098,EFO_1001254
MONDO_0018161,EFO_0005717
MONDO_0020512,EFO_1001830
MONDO_0018324,EFO_1001490
MONDO_0002806,EFO_1001942
MONDO_0000266,EFO_1001834
MONDO_0024313,EFO_1001849
MONDO_0021357,EFO_1000384
MONDO_0018654,EFO_1001987
MONDO_0004249,EFO_0008495
MONDO_0000930,EFO_0008515
MONDO_0004846,EFO_1001754
MONDO_0009172,EFO_1001481
MONDO_0004471,EFO_1001351
MONDO_0021190,EFO_0008499
MONDO_0016262,EFO_1001974
MONDO_0000744,EFO_1001362
MONDO_0018177,EFO_0000519
MONDO_0003266,EFO_1000027
MONDO_0007391,EFO_1001298
MONDO_0006547,EFO_1000697
MONDO_0018554,EFO_0009199
MONDO_0010138,EFO_0009190
MONDO_0017149,EFO_0009192
MONDO_0004425,EFO_0009189
MONDO_0019944,EFO_0009200
MONDO_0015807,EFO_0009201
MONDO_0018353,EFO_0009266
MONDO_0002656,EFO_0009259
MONDO_0029000,EFO_0008546
MONDO_0002381,EFO_1001204
MONDO_0004728,EFO_0009321
MONDO_0001660,EFO_0009322
MONDO_0001531,EFO_0009314
MONDO_0002305,EFO_0009315
MONDO_0018748,EFO_0009313
MONDO_0002010,EFO_0009297
MONDO_0015004,EFO_0009301
MONDO_0015008,EFO_0009302
MONDO_0060629,EFO_0009300
MONDO_0001252,EFO_0009191
MONDO_0045057,EFO_0009267
MONDO_0100010,EFO_1001434
MONDO_0044740,EFO_1001967
MONDO_0044144,EFO_1001906
MONDO_0043905,EFO_1001991
MONDO_0043541,EFO_0008571
MONDO_0043494,EFO_0009011
MONDO_0040679,EFO_0008528
MONDO_0024644,EFO_1001375
MONDO_0021234,EFO_0003828
MONDO_0021227,EFO_0003850
MONDO_0021220,EFO_0003824
MONDO_0021211,EFO_0003833
MONDO_0021178,EFO_0000546
MONDO_0021163,EFO_0003865
MONDO_0021100,EFO_0003869
MONDO_0021071,EFO_0003817
MONDO_0021068,EFO_0003893
MONDO_0021040,EFO_0003860
MONDO_0019806,EFO_0009053
MONDO_0019496,EFO_1001901
MONDO_0019060,EFO_0003820
MONDO_0009831,EFO_1000359
MONDO_0008296,EFO_0009043
MONDO_0007950,EFO_0009001
MONDO_0007803,EFO_1001050
MONDO_0003538,EFO_0009119
MONDO_0003311,EFO_1000920
MONDO_0002911,EFO_1000142
MONDO_0002724,EFO_0009000
MONDO_0002659,EFO_1001230
MONDO_0002640,EFO_1001073
MONDO_0002546,EFO_0000693
MONDO_0002531,EFO_0004198
MONDO_0002332,EFO_0009002
MONDO_0002235,EFO_1000934
MONDO_0002131,EFO_0007333
MONDO_0002109,EFO_0005578
MONDO_0001889,EFO_0009003
MONDO_0001246,EFO_0009117
MONDO_0001236,EFO_0003880
MONDO_0001119,EFO_0009005
MONDO_0000550,EFO_0000489
MONDO_0000536,EFO_1001965
MONDO_0000448,EFO_1000453
MONDO_0044638,EFO_1001960
MONDO_0010281,EFO_1001333
MONDO_0009477,EFO_0009160
MONDO_0001818,EFO_0009380
MONDO_0002602,EFO_0009386
MONDO_0003620,EFO_0009387
MONDO_0018841,EFO_0009039
MONDO_0019065,EFO_1001875
MONDO_0042370,EFO_0009424
MONDO_0019095,EFO_0009425
MONDO_0020678,EFO_1001176
MONDO_0020696,EFO_0000734
MONDO_0020688,EFO_1001426
MONDO_0044137,EFO_0008624
MONDO_0043693,EFO_0008573
MONDO_0020764,EFO_1001278
MONDO_0020662,EFO_1000139
MONDO_0020689,EFO_0002608
MONDO_0021559,EFO_0005558
MONDO_0021367,EFO_1001755
MONDO_0021183,EFO_1001349
MONDO_0021498,EFO_1001443
MONDO_0021742,EFO_1001407
MONDO_0021746,EFO_1001835
MONDO_0022034,EFO_1001357
MONDO_0020920,EFO_1001318
MONDO_0020731,EFO_1001269
MONDO_0020776,EFO_1001288
MONDO_0021667,EFO_0009430
MONDO_0020664,EFO_0000705
MONDO_0005020,EFO_0009431
MONDO_0000270,EFO_0009433
MONDO_0002771,EFO_0009448
MONDO_0024467,EFO_1002046
MONDO_0001195,EFO_1002047
MONDO_0019722,EFO_1002049
MONDO_0001166,EFO_1002050
MONDO_0002098,EFO_1002051
MONDO_0003085,EFO_0009449
MONDO_0003799,EFO_0009450
MONDO_0001220,EFO_0009451
MONDO_0003009,EFO_0009452
MONDO_0001170,EFO_0009453
MONDO_0001126,EFO_0009454
MONDO_0001854,EFO_0009455
MONDO_0043233,EFO_0009456
MONDO_0000942,EFO_0009464
MONDO_0037847,EFO_0009477
MONDO_0021420,EFO_0009478
MONDO_0001735,EFO_0009481
MONDO_0000775,EFO_0009482
MONDO_0002657,EFO_0009483
MONDO_0004701,EFO_0009484
MONDO_0003615,EFO_0009487
MONDO_0002545,EFO_0009488
MONDO_0002782,EFO_0009489
MONDO_0044745,EFO_0009490
MONDO_0000004,EFO_0009491
MONDO_0003725,EFO_0006891
MONDO_0000226,EFO_0009556
MONDO_0000462,EFO_0009546
MONDO_0000471,EFO_0009568
MONDO_0001106,EFO_1002048
MONDO_0001221,EFO_0009545
MONDO_0001292,EFO_0009532
MONDO_0001371,EFO_0009563
MONDO_0001397,EFO_0009558
MONDO_0001564,EFO_0009535
MONDO_0001786,EFO_0009572
MONDO_0001824,EFO_0009562
MONDO_0002156,EFO_0009548
MONDO_0002263,EFO_0009549
MONDO_0002476,EFO_0009530
MONDO_0002869,EFO_0009551
MONDO_0003150,EFO_0009555
MONDO_0003330,EFO_0009571
MONDO_0003382,EFO_0009547
MONDO_0003394,EFO_0009540
MONDO_0003543,EFO_0009569
MONDO_0003628,EFO_0009564
MONDO_0003648,EFO_0009570
MONDO_0003749,EFO_0009544
MONDO_0003767,EFO_0009557
MONDO_0003803,EFO_0009531
MONDO_0003996,EFO_0009533
MONDO_0004785,EFO_0009536
MONDO_0004795,EFO_0009560
MONDO_0004868,EFO_0009534
MONDO_0004872,EFO_0009552
